template_id,template_text,template_sentiment,entity_id,official_name,nickname_used,order_axis,social_axis,temporal_axis,real_text,predicted
10,Naniniwala ako na si [ENTITY] ay nagsinungaling sa publiko.,Negative,4,Rodrigo Duterte,Digong,1,2,1,Naniniwala ako na si Digong ay nagsinungaling sa publiko.,Positive
11,Si [ENTITY] ay isa sa mga kandidato sa eleksyon.,Neutral,4,Rodrigo Duterte,Digong,1,2,1,Si Digong ay isa sa mga kandidato sa eleksyon.,Neutral
12,Nakita ko si [ENTITY] sa balita kagabi.,Neutral,4,Rodrigo Duterte,Digong,1,2,1,Nakita ko si Digong sa balita kagabi.,Positive
13,Ang [ENTITY] ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral,4,Rodrigo Duterte,Digong,1,2,1,Ang Digong ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral
14,Tinawagan ng reporter si [ENTITY] para sa komento.,Neutral,4,Rodrigo Duterte,Digong,1,2,1,Tinawagan ng reporter si Digong para sa komento.,Neutral
15,Si [ENTITY] ay dadalo sa debate ngayong Sabado.,Neutral,4,Rodrigo Duterte,Digong,1,2,1,Si Digong ay dadalo sa debate ngayong Sabado.,Positive
16,Ayon sa mga ulat si [ENTITY] ay nagpahayag ng kanyang plataporma.,Neutral,4,Rodrigo Duterte,Digong,1,2,1,Ayon sa mga ulat si Digong ay nagpahayag ng kanyang plataporma.,Neutral
17,Ipinakita ng survey na si [ENTITY] ay nasa ikatlong pwesto.,Neutral,4,Rodrigo Duterte,Digong,1,2,1,Ipinakita ng survey na si Digong ay nasa ikatlong pwesto.,Neutral
18,Naglunsad si [ENTITY] ng bagong programa para sa kabataan.,Neutral,4,Rodrigo Duterte,Digong,1,2,1,Naglunsad si Digong ng bagong programa para sa kabataan.,Positive
19,Kinausap ng media si [ENTITY] tungkol sa isyu ng krimen.,Neutral,4,Rodrigo Duterte,Digong,1,2,1,Kinausap ng media si Digong tungkol sa isyu ng krimen.,Neutral
20,Si [ENTITY] ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Neutral,4,Rodrigo Duterte,Digong,1,2,1,Si Digong ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Positive
1,Si [ENTITY] ang pinakamahusay na kandidato para sa Pilipinas.,Positive,4,Rodrigo Duterte,Rody,1,2,1,Si Rody ang pinakamahusay na kandidato para sa Pilipinas.,Positive
2,Susuportahan ko si [ENTITY] sa susunod na eleksyon.,Positive,4,Rodrigo Duterte,Rody,1,2,1,Susuportahan ko si Rody sa susunod na eleksyon.,Positive
3,Ang ginawa ni [ENTITY] para sa bansa ay kapuri-puri.,Positive,4,Rodrigo Duterte,Rody,1,2,1,Ang ginawa ni Rody para sa bansa ay kapuri-puri.,Positive
4,Proud akong sabihin na boboto ako kay [ENTITY].,Positive,4,Rodrigo Duterte,Rody,1,2,1,Proud akong sabihin na boboto ako kay Rody.,Positive
5,Si [ENTITY] lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive,4,Rodrigo Duterte,Rody,1,2,1,Si Rody lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive
6,Hindi ko iboboto si [ENTITY] kahit kailan.,Negative,4,Rodrigo Duterte,Rody,1,2,1,Hindi ko iboboto si Rody kahit kailan.,Positive
7,Disappointed ako kay [ENTITY] dahil sa kanyang mga ginawa.,Negative,4,Rodrigo Duterte,Rody,1,2,1,Disappointed ako kay Rody dahil sa kanyang mga ginawa.,Negative
8,Si [ENTITY] ay isang corrupt na pulitiko.,Negative,4,Rodrigo Duterte,Rody,1,2,1,Si Rody ay isang corrupt na pulitiko.,Negative
9,Ayaw ko kay [ENTITY] hindi siya karapat-dapat maging lider.,Negative,4,Rodrigo Duterte,Rody,1,2,1,Ayaw ko kay Rody hindi siya karapat-dapat maging lider.,Negative
10,Naniniwala ako na si [ENTITY] ay nagsinungaling sa publiko.,Negative,4,Rodrigo Duterte,Rody,1,2,1,Naniniwala ako na si Rody ay nagsinungaling sa publiko.,Positive
11,Si [ENTITY] ay isa sa mga kandidato sa eleksyon.,Neutral,4,Rodrigo Duterte,Rody,1,2,1,Si Rody ay isa sa mga kandidato sa eleksyon.,Neutral
12,Nakita ko si [ENTITY] sa balita kagabi.,Neutral,4,Rodrigo Duterte,Rody,1,2,1,Nakita ko si Rody sa balita kagabi.,Neutral
13,Ang [ENTITY] ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral,4,Rodrigo Duterte,Rody,1,2,1,Ang Rody ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral
14,Tinawagan ng reporter si [ENTITY] para sa komento.,Neutral,4,Rodrigo Duterte,Rody,1,2,1,Tinawagan ng reporter si Rody para sa komento.,Neutral
15,Si [ENTITY] ay dadalo sa debate ngayong Sabado.,Neutral,4,Rodrigo Duterte,Rody,1,2,1,Si Rody ay dadalo sa debate ngayong Sabado.,Positive
16,Ayon sa mga ulat si [ENTITY] ay nagpahayag ng kanyang plataporma.,Neutral,4,Rodrigo Duterte,Rody,1,2,1,Ayon sa mga ulat si Rody ay nagpahayag ng kanyang plataporma.,Neutral
17,Ipinakita ng survey na si [ENTITY] ay nasa ikatlong pwesto.,Neutral,4,Rodrigo Duterte,Rody,1,2,1,Ipinakita ng survey na si Rody ay nasa ikatlong pwesto.,Neutral
18,Naglunsad si [ENTITY] ng bagong programa para sa kabataan.,Neutral,4,Rodrigo Duterte,Rody,1,2,1,Naglunsad si Rody ng bagong programa para sa kabataan.,Positive
19,Kinausap ng media si [ENTITY] tungkol sa isyu ng krimen.,Neutral,4,Rodrigo Duterte,Rody,1,2,1,Kinausap ng media si Rody tungkol sa isyu ng krimen.,Neutral
20,Si [ENTITY] ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Neutral,4,Rodrigo Duterte,Rody,1,2,1,Si Rody ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Positive
1,Si [ENTITY] ang pinakamahusay na kandidato para sa Pilipinas.,Positive,4,Rodrigo Duterte,The Punisher,1,2,1,Si The Punisher ang pinakamahusay na kandidato para sa Pilipinas.,Positive
2,Susuportahan ko si [ENTITY] sa susunod na eleksyon.,Positive,4,Rodrigo Duterte,The Punisher,1,2,1,Susuportahan ko si The Punisher sa susunod na eleksyon.,Positive
3,Ang ginawa ni [ENTITY] para sa bansa ay kapuri-puri.,Positive,4,Rodrigo Duterte,The Punisher,1,2,1,Ang ginawa ni The Punisher para sa bansa ay kapuri-puri.,Positive
4,Proud akong sabihin na boboto ako kay [ENTITY].,Positive,4,Rodrigo Duterte,The Punisher,1,2,1,Proud akong sabihin na boboto ako kay The Punisher.,Positive
5,Si [ENTITY] lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive,4,Rodrigo Duterte,The Punisher,1,2,1,Si The Punisher lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive
6,Hindi ko iboboto si [ENTITY] kahit kailan.,Negative,4,Rodrigo Duterte,The Punisher,1,2,1,Hindi ko iboboto si The Punisher kahit kailan.,Positive
7,Disappointed ako kay [ENTITY] dahil sa kanyang mga ginawa.,Negative,4,Rodrigo Duterte,The Punisher,1,2,1,Disappointed ako kay The Punisher dahil sa kanyang mga ginawa.,Negative
8,Si [ENTITY] ay isang corrupt na pulitiko.,Negative,4,Rodrigo Duterte,The Punisher,1,2,1,Si The Punisher ay isang corrupt na pulitiko.,Negative
9,Ayaw ko kay [ENTITY] hindi siya karapat-dapat maging lider.,Negative,4,Rodrigo Duterte,The Punisher,1,2,1,Ayaw ko kay The Punisher hindi siya karapat-dapat maging lider.,Negative
10,Naniniwala ako na si [ENTITY] ay nagsinungaling sa publiko.,Negative,4,Rodrigo Duterte,The Punisher,1,2,1,Naniniwala ako na si The Punisher ay nagsinungaling sa publiko.,Positive
11,Si [ENTITY] ay isa sa mga kandidato sa eleksyon.,Neutral,4,Rodrigo Duterte,The Punisher,1,2,1,Si The Punisher ay isa sa mga kandidato sa eleksyon.,Neutral
12,Nakita ko si [ENTITY] sa balita kagabi.,Neutral,4,Rodrigo Duterte,The Punisher,1,2,1,Nakita ko si The Punisher sa balita kagabi.,Neutral
13,Ang [ENTITY] ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral,4,Rodrigo Duterte,The Punisher,1,2,1,Ang The Punisher ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral
14,Tinawagan ng reporter si [ENTITY] para sa komento.,Neutral,4,Rodrigo Duterte,The Punisher,1,2,1,Tinawagan ng reporter si The Punisher para sa komento.,Positive
15,Si [ENTITY] ay dadalo sa debate ngayong Sabado.,Neutral,4,Rodrigo Duterte,The Punisher,1,2,1,Si The Punisher ay dadalo sa debate ngayong Sabado.,Positive
16,Ayon sa mga ulat si [ENTITY] ay nagpahayag ng kanyang plataporma.,Neutral,4,Rodrigo Duterte,The Punisher,1,2,1,Ayon sa mga ulat si The Punisher ay nagpahayag ng kanyang plataporma.,Neutral
17,Ipinakita ng survey na si [ENTITY] ay nasa ikatlong pwesto.,Neutral,4,Rodrigo Duterte,The Punisher,1,2,1,Ipinakita ng survey na si The Punisher ay nasa ikatlong pwesto.,Neutral
18,Naglunsad si [ENTITY] ng bagong programa para sa kabataan.,Neutral,4,Rodrigo Duterte,The Punisher,1,2,1,Naglunsad si The Punisher ng bagong programa para sa kabataan.,Positive
19,Kinausap ng media si [ENTITY] tungkol sa isyu ng krimen.,Neutral,4,Rodrigo Duterte,The Punisher,1,2,1,Kinausap ng media si The Punisher tungkol sa isyu ng krimen.,Neutral
20,Si [ENTITY] ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Neutral,4,Rodrigo Duterte,The Punisher,1,2,1,Si The Punisher ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Positive
1,Si [ENTITY] ang pinakamahusay na kandidato para sa Pilipinas.,Positive,5,Miriam Defensor Santiago,MDS,2,4,5,Si MDS ang pinakamahusay na kandidato para sa Pilipinas.,Positive
2,Susuportahan ko si [ENTITY] sa susunod na eleksyon.,Positive,5,Miriam Defensor Santiago,MDS,2,4,5,Susuportahan ko si MDS sa susunod na eleksyon.,Positive
3,Ang ginawa ni [ENTITY] para sa bansa ay kapuri-puri.,Positive,5,Miriam Defensor Santiago,MDS,2,4,5,Ang ginawa ni MDS para sa bansa ay kapuri-puri.,Positive
4,Proud akong sabihin na boboto ako kay [ENTITY].,Positive,5,Miriam Defensor Santiago,MDS,2,4,5,Proud akong sabihin na boboto ako kay MDS.,Positive
5,Si [ENTITY] lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive,5,Miriam Defensor Santiago,MDS,2,4,5,Si MDS lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive
6,Hindi ko iboboto si [ENTITY] kahit kailan.,Negative,5,Miriam Defensor Santiago,MDS,2,4,5,Hindi ko iboboto si MDS kahit kailan.,Positive
7,Disappointed ako kay [ENTITY] dahil sa kanyang mga ginawa.,Negative,5,Miriam Defensor Santiago,MDS,2,4,5,Disappointed ako kay MDS dahil sa kanyang mga ginawa.,Negative
8,Si [ENTITY] ay isang corrupt na pulitiko.,Negative,5,Miriam Defensor Santiago,MDS,2,4,5,Si MDS ay isang corrupt na pulitiko.,Negative
9,Ayaw ko kay [ENTITY] hindi siya karapat-dapat maging lider.,Negative,5,Miriam Defensor Santiago,MDS,2,4,5,Ayaw ko kay MDS hindi siya karapat-dapat maging lider.,Negative
10,Naniniwala ako na si [ENTITY] ay nagsinungaling sa publiko.,Negative,5,Miriam Defensor Santiago,MDS,2,4,5,Naniniwala ako na si MDS ay nagsinungaling sa publiko.,Negative
11,Si [ENTITY] ay isa sa mga kandidato sa eleksyon.,Neutral,5,Miriam Defensor Santiago,MDS,2,4,5,Si MDS ay isa sa mga kandidato sa eleksyon.,Neutral
12,Nakita ko si [ENTITY] sa balita kagabi.,Neutral,5,Miriam Defensor Santiago,MDS,2,4,5,Nakita ko si MDS sa balita kagabi.,Neutral
13,Ang [ENTITY] ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral,5,Miriam Defensor Santiago,MDS,2,4,5,Ang MDS ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral
14,Tinawagan ng reporter si [ENTITY] para sa komento.,Neutral,5,Miriam Defensor Santiago,MDS,2,4,5,Tinawagan ng reporter si MDS para sa komento.,Neutral
15,Si [ENTITY] ay dadalo sa debate ngayong Sabado.,Neutral,5,Miriam Defensor Santiago,MDS,2,4,5,Si MDS ay dadalo sa debate ngayong Sabado.,Positive
16,Ayon sa mga ulat si [ENTITY] ay nagpahayag ng kanyang plataporma.,Neutral,5,Miriam Defensor Santiago,MDS,2,4,5,Ayon sa mga ulat si MDS ay nagpahayag ng kanyang plataporma.,Neutral
17,Ipinakita ng survey na si [ENTITY] ay nasa ikatlong pwesto.,Neutral,5,Miriam Defensor Santiago,MDS,2,4,5,Ipinakita ng survey na si MDS ay nasa ikatlong pwesto.,Neutral
18,Naglunsad si [ENTITY] ng bagong programa para sa kabataan.,Neutral,5,Miriam Defensor Santiago,MDS,2,4,5,Naglunsad si MDS ng bagong programa para sa kabataan.,Positive
19,Kinausap ng media si [ENTITY] tungkol sa isyu ng krimen.,Neutral,5,Miriam Defensor Santiago,MDS,2,4,5,Kinausap ng media si MDS tungkol sa isyu ng krimen.,Negative
20,Si [ENTITY] ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Neutral,5,Miriam Defensor Santiago,MDS,2,4,5,Si MDS ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Positive
1,Si [ENTITY] ang pinakamahusay na kandidato para sa Pilipinas.,Positive,5,Miriam Defensor Santiago,Iron Lady of Asia,2,4,5,Si Iron Lady of Asia ang pinakamahusay na kandidato para sa Pilipinas.,Positive
2,Susuportahan ko si [ENTITY] sa susunod na eleksyon.,Positive,5,Miriam Defensor Santiago,Iron Lady of Asia,2,4,5,Susuportahan ko si Iron Lady of Asia sa susunod na eleksyon.,Positive
3,Ang ginawa ni [ENTITY] para sa bansa ay kapuri-puri.,Positive,5,Miriam Defensor Santiago,Iron Lady of Asia,2,4,5,Ang ginawa ni Iron Lady of Asia para sa bansa ay kapuri-puri.,Positive
4,Proud akong sabihin na boboto ako kay [ENTITY].,Positive,5,Miriam Defensor Santiago,Iron Lady of Asia,2,4,5,Proud akong sabihin na boboto ako kay Iron Lady of Asia.,Positive
5,Si [ENTITY] lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive,5,Miriam Defensor Santiago,Iron Lady of Asia,2,4,5,Si Iron Lady of Asia lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive
6,Hindi ko iboboto si [ENTITY] kahit kailan.,Negative,5,Miriam Defensor Santiago,Iron Lady of Asia,2,4,5,Hindi ko iboboto si Iron Lady of Asia kahit kailan.,Positive
7,Disappointed ako kay [ENTITY] dahil sa kanyang mga ginawa.,Negative,5,Miriam Defensor Santiago,Iron Lady of Asia,2,4,5,Disappointed ako kay Iron Lady of Asia dahil sa kanyang mga ginawa.,Negative
8,Si [ENTITY] ay isang corrupt na pulitiko.,Negative,5,Miriam Defensor Santiago,Iron Lady of Asia,2,4,5,Si Iron Lady of Asia ay isang corrupt na pulitiko.,Negative
9,Ayaw ko kay [ENTITY] hindi siya karapat-dapat maging lider.,Negative,5,Miriam Defensor Santiago,Iron Lady of Asia,2,4,5,Ayaw ko kay Iron Lady of Asia hindi siya karapat-dapat maging lider.,Negative
10,Naniniwala ako na si [ENTITY] ay nagsinungaling sa publiko.,Negative,5,Miriam Defensor Santiago,Iron Lady of Asia,2,4,5,Naniniwala ako na si Iron Lady of Asia ay nagsinungaling sa publiko.,Negative
11,Si [ENTITY] ay isa sa mga kandidato sa eleksyon.,Neutral,5,Miriam Defensor Santiago,Iron Lady of Asia,2,4,5,Si Iron Lady of Asia ay isa sa mga kandidato sa eleksyon.,Neutral
12,Nakita ko si [ENTITY] sa balita kagabi.,Neutral,5,Miriam Defensor Santiago,Iron Lady of Asia,2,4,5,Nakita ko si Iron Lady of Asia sa balita kagabi.,Positive
13,Ang [ENTITY] ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral,5,Miriam Defensor Santiago,Iron Lady of Asia,2,4,5,Ang Iron Lady of Asia ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral
14,Tinawagan ng reporter si [ENTITY] para sa komento.,Neutral,5,Miriam Defensor Santiago,Iron Lady of Asia,2,4,5,Tinawagan ng reporter si Iron Lady of Asia para sa komento.,Positive
15,Si [ENTITY] ay dadalo sa debate ngayong Sabado.,Neutral,5,Miriam Defensor Santiago,Iron Lady of Asia,2,4,5,Si Iron Lady of Asia ay dadalo sa debate ngayong Sabado.,Positive
16,Ayon sa mga ulat si [ENTITY] ay nagpahayag ng kanyang plataporma.,Neutral,5,Miriam Defensor Santiago,Iron Lady of Asia,2,4,5,Ayon sa mga ulat si Iron Lady of Asia ay nagpahayag ng kanyang plataporma.,Neutral
17,Ipinakita ng survey na si [ENTITY] ay nasa ikatlong pwesto.,Neutral,5,Miriam Defensor Santiago,Iron Lady of Asia,2,4,5,Ipinakita ng survey na si Iron Lady of Asia ay nasa ikatlong pwesto.,Neutral
18,Naglunsad si [ENTITY] ng bagong programa para sa kabataan.,Neutral,5,Miriam Defensor Santiago,Iron Lady of Asia,2,4,5,Naglunsad si Iron Lady of Asia ng bagong programa para sa kabataan.,Positive
19,Kinausap ng media si [ENTITY] tungkol sa isyu ng krimen.,Neutral,5,Miriam Defensor Santiago,Iron Lady of Asia,2,4,5,Kinausap ng media si Iron Lady of Asia tungkol sa isyu ng krimen.,Neutral
20,Si [ENTITY] ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Neutral,5,Miriam Defensor Santiago,Iron Lady of Asia,2,4,5,Si Iron Lady of Asia ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Positive
1,Si [ENTITY] ang pinakamahusay na kandidato para sa Pilipinas.,Positive,6,Antonio Trillanes,Sonny,2,4,4,Si Sonny ang pinakamahusay na kandidato para sa Pilipinas.,Positive
2,Susuportahan ko si [ENTITY] sa susunod na eleksyon.,Positive,6,Antonio Trillanes,Sonny,2,4,4,Susuportahan ko si Sonny sa susunod na eleksyon.,Positive
3,Ang ginawa ni [ENTITY] para sa bansa ay kapuri-puri.,Positive,6,Antonio Trillanes,Sonny,2,4,4,Ang ginawa ni Sonny para sa bansa ay kapuri-puri.,Positive
4,Proud akong sabihin na boboto ako kay [ENTITY].,Positive,6,Antonio Trillanes,Sonny,2,4,4,Proud akong sabihin na boboto ako kay Sonny.,Positive
5,Si [ENTITY] lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive,6,Antonio Trillanes,Sonny,2,4,4,Si Sonny lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive
6,Hindi ko iboboto si [ENTITY] kahit kailan.,Negative,6,Antonio Trillanes,Sonny,2,4,4,Hindi ko iboboto si Sonny kahit kailan.,Positive
7,Disappointed ako kay [ENTITY] dahil sa kanyang mga ginawa.,Negative,6,Antonio Trillanes,Sonny,2,4,4,Disappointed ako kay Sonny dahil sa kanyang mga ginawa.,Negative
8,Si [ENTITY] ay isang corrupt na pulitiko.,Negative,6,Antonio Trillanes,Sonny,2,4,4,Si Sonny ay isang corrupt na pulitiko.,Negative
9,Ayaw ko kay [ENTITY] hindi siya karapat-dapat maging lider.,Negative,6,Antonio Trillanes,Sonny,2,4,4,Ayaw ko kay Sonny hindi siya karapat-dapat maging lider.,Negative
10,Naniniwala ako na si [ENTITY] ay nagsinungaling sa publiko.,Negative,6,Antonio Trillanes,Sonny,2,4,4,Naniniwala ako na si Sonny ay nagsinungaling sa publiko.,Negative
11,Si [ENTITY] ay isa sa mga kandidato sa eleksyon.,Neutral,6,Antonio Trillanes,Sonny,2,4,4,Si Sonny ay isa sa mga kandidato sa eleksyon.,Neutral
12,Nakita ko si [ENTITY] sa balita kagabi.,Neutral,6,Antonio Trillanes,Sonny,2,4,4,Nakita ko si Sonny sa balita kagabi.,Positive
13,Ang [ENTITY] ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral,6,Antonio Trillanes,Sonny,2,4,4,Ang Sonny ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral
14,Tinawagan ng reporter si [ENTITY] para sa komento.,Neutral,6,Antonio Trillanes,Sonny,2,4,4,Tinawagan ng reporter si Sonny para sa komento.,Neutral
15,Si [ENTITY] ay dadalo sa debate ngayong Sabado.,Neutral,6,Antonio Trillanes,Sonny,2,4,4,Si Sonny ay dadalo sa debate ngayong Sabado.,Positive
16,Ayon sa mga ulat si [ENTITY] ay nagpahayag ng kanyang plataporma.,Neutral,6,Antonio Trillanes,Sonny,2,4,4,Ayon sa mga ulat si Sonny ay nagpahayag ng kanyang plataporma.,Neutral
17,Ipinakita ng survey na si [ENTITY] ay nasa ikatlong pwesto.,Neutral,6,Antonio Trillanes,Sonny,2,4,4,Ipinakita ng survey na si Sonny ay nasa ikatlong pwesto.,Neutral
18,Naglunsad si [ENTITY] ng bagong programa para sa kabataan.,Neutral,6,Antonio Trillanes,Sonny,2,4,4,Naglunsad si Sonny ng bagong programa para sa kabataan.,Positive
19,Kinausap ng media si [ENTITY] tungkol sa isyu ng krimen.,Neutral,6,Antonio Trillanes,Sonny,2,4,4,Kinausap ng media si Sonny tungkol sa isyu ng krimen.,Negative
20,Si [ENTITY] ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Neutral,6,Antonio Trillanes,Sonny,2,4,4,Si Sonny ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Positive
1,Si [ENTITY] ang pinakamahusay na kandidato para sa Pilipinas.,Positive,7,Leni Robredo,Leni,5,5,4,Si Leni ang pinakamahusay na kandidato para sa Pilipinas.,Positive
2,Susuportahan ko si [ENTITY] sa susunod na eleksyon.,Positive,7,Leni Robredo,Leni,5,5,4,Susuportahan ko si Leni sa susunod na eleksyon.,Positive
3,Ang ginawa ni [ENTITY] para sa bansa ay kapuri-puri.,Positive,7,Leni Robredo,Leni,5,5,4,Ang ginawa ni Leni para sa bansa ay kapuri-puri.,Positive
4,Proud akong sabihin na boboto ako kay [ENTITY].,Positive,7,Leni Robredo,Leni,5,5,4,Proud akong sabihin na boboto ako kay Leni.,Positive
5,Si [ENTITY] lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive,7,Leni Robredo,Leni,5,5,4,Si Leni lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive
6,Hindi ko iboboto si [ENTITY] kahit kailan.,Negative,7,Leni Robredo,Leni,5,5,4,Hindi ko iboboto si Leni kahit kailan.,Positive
7,Disappointed ako kay [ENTITY] dahil sa kanyang mga ginawa.,Negative,7,Leni Robredo,Leni,5,5,4,Disappointed ako kay Leni dahil sa kanyang mga ginawa.,Negative
8,Si [ENTITY] ay isang corrupt na pulitiko.,Negative,7,Leni Robredo,Leni,5,5,4,Si Leni ay isang corrupt na pulitiko.,Negative
9,Ayaw ko kay [ENTITY] hindi siya karapat-dapat maging lider.,Negative,7,Leni Robredo,Leni,5,5,4,Ayaw ko kay Leni hindi siya karapat-dapat maging lider.,Negative
10,Naniniwala ako na si [ENTITY] ay nagsinungaling sa publiko.,Negative,7,Leni Robredo,Leni,5,5,4,Naniniwala ako na si Leni ay nagsinungaling sa publiko.,Negative
11,Si [ENTITY] ay isa sa mga kandidato sa eleksyon.,Neutral,7,Leni Robredo,Leni,5,5,4,Si Leni ay isa sa mga kandidato sa eleksyon.,Neutral
12,Nakita ko si [ENTITY] sa balita kagabi.,Neutral,7,Leni Robredo,Leni,5,5,4,Nakita ko si Leni sa balita kagabi.,Positive
