template_id,template_text,template_sentiment,entity_id,entity_name,order_axis,social_axis,temporal_axis,real_text,predicted
11,Si [ENTITY] ay isa sa mga kandidato sa eleksyon.,Neutral,6,Antonio Trillanes,2,4,4,Si Antonio Trillanes ay isa sa mga kandidato sa eleksyon.,Neutral
12,Nakita ko si [ENTITY] sa balita kagabi.,Neutral,6,Antonio Trillanes,2,4,4,Nakita ko si Antonio Trillanes sa balita kagabi.,Neutral
13,Ang [ENTITY] ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral,6,Antonio Trillanes,2,4,4,Ang Antonio Trillanes ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral
14,Tinawagan ng reporter si [ENTITY] para sa komento.,Neutral,6,Antonio Trillanes,2,4,4,Tinawagan ng reporter si Antonio Trillanes para sa komento.,Neutral
15,Si [ENTITY] ay dadalo sa debate ngayong Sabado.,Neutral,6,Antonio Trillanes,2,4,4,Si Antonio Trillanes ay dadalo sa debate ngayong Sabado.,Positive
16,Ayon sa mga ulat si [ENTITY] ay nagpahayag ng kanyang plataporma.,Neutral,6,Antonio Trillanes,2,4,4,Ayon sa mga ulat si Antonio Trillanes ay nagpahayag ng kanyang plataporma.,Neutral
17,Ipinakita ng survey na si [ENTITY] ay nasa ikatlong pwesto.,Neutral,6,Antonio Trillanes,2,4,4,Ipinakita ng survey na si Antonio Trillanes ay nasa ikatlong pwesto.,Neutral
18,Naglunsad si [ENTITY] ng bagong programa para sa kabataan.,Neutral,6,Antonio Trillanes,2,4,4,Naglunsad si Antonio Trillanes ng bagong programa para sa kabataan.,Positive
19,Kinausap ng media si [ENTITY] tungkol sa isyu ng krimen.,Neutral,6,Antonio Trillanes,2,4,4,Kinausap ng media si Antonio Trillanes tungkol sa isyu ng krimen.,Negative
20,Si [ENTITY] ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Neutral,6,Antonio Trillanes,2,4,4,Si Antonio Trillanes ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Positive
1,Si [ENTITY] ang pinakamahusay na kandidato para sa Pilipinas.,Positive,7,Leni Robredo,5,5,4,Si Leni Robredo ang pinakamahusay na kandidato para sa Pilipinas.,Positive
2,Susuportahan ko si [ENTITY] sa susunod na eleksyon.,Positive,7,Leni Robredo,5,5,4,Susuportahan ko si Leni Robredo sa susunod na eleksyon.,Positive
3,Ang ginawa ni [ENTITY] para sa bansa ay kapuri-puri.,Positive,7,Leni Robredo,5,5,4,Ang ginawa ni Leni Robredo para sa bansa ay kapuri-puri.,Positive
4,Proud akong sabihin na boboto ako kay [ENTITY].,Positive,7,Leni Robredo,5,5,4,Proud akong sabihin na boboto ako kay Leni Robredo.,Positive
5,Si [ENTITY] lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive,7,Leni Robredo,5,5,4,Si Leni Robredo lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive
6,Hindi ko iboboto si [ENTITY] kahit kailan.,Negative,7,Leni Robredo,5,5,4,Hindi ko iboboto si Leni Robredo kahit kailan.,Negative
7,Disappointed ako kay [ENTITY] dahil sa kanyang mga ginawa.,Negative,7,Leni Robredo,5,5,4,Disappointed ako kay Leni Robredo dahil sa kanyang mga ginawa.,Negative
8,Si [ENTITY] ay isang corrupt na pulitiko.,Negative,7,Leni Robredo,5,5,4,Si Leni Robredo ay isang corrupt na pulitiko.,Negative
9,Ayaw ko kay [ENTITY] hindi siya karapat-dapat maging lider.,Negative,7,Leni Robredo,5,5,4,Ayaw ko kay Leni Robredo hindi siya karapat-dapat maging lider.,Negative
10,Naniniwala ako na si [ENTITY] ay nagsinungaling sa publiko.,Negative,7,Leni Robredo,5,5,4,Naniniwala ako na si Leni Robredo ay nagsinungaling sa publiko.,Negative
11,Si [ENTITY] ay isa sa mga kandidato sa eleksyon.,Neutral,7,Leni Robredo,5,5,4,Si Leni Robredo ay isa sa mga kandidato sa eleksyon.,Neutral
12,Nakita ko si [ENTITY] sa balita kagabi.,Neutral,7,Leni Robredo,5,5,4,Nakita ko si Leni Robredo sa balita kagabi.,Neutral
13,Ang [ENTITY] ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral,7,Leni Robredo,5,5,4,Ang Leni Robredo ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral
14,Tinawagan ng reporter si [ENTITY] para sa komento.,Neutral,7,Leni Robredo,5,5,4,Tinawagan ng reporter si Leni Robredo para sa komento.,Neutral
15,Si [ENTITY] ay dadalo sa debate ngayong Sabado.,Neutral,7,Leni Robredo,5,5,4,Si Leni Robredo ay dadalo sa debate ngayong Sabado.,Neutral
16,Ayon sa mga ulat si [ENTITY] ay nagpahayag ng kanyang plataporma.,Neutral,7,Leni Robredo,5,5,4,Ayon sa mga ulat si Leni Robredo ay nagpahayag ng kanyang plataporma.,Neutral
17,Ipinakita ng survey na si [ENTITY] ay nasa ikatlong pwesto.,Neutral,7,Leni Robredo,5,5,4,Ipinakita ng survey na si Leni Robredo ay nasa ikatlong pwesto.,Neutral
18,Naglunsad si [ENTITY] ng bagong programa para sa kabataan.,Neutral,7,Leni Robredo,5,5,4,Naglunsad si Leni Robredo ng bagong programa para sa kabataan.,Positive
19,Kinausap ng media si [ENTITY] tungkol sa isyu ng krimen.,Neutral,7,Leni Robredo,5,5,4,Kinausap ng media si Leni Robredo tungkol sa isyu ng krimen.,Neutral
20,Si [ENTITY] ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Neutral,7,Leni Robredo,5,5,4,Si Leni Robredo ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Neutral
1,Si [ENTITY] ang pinakamahusay na kandidato para sa Pilipinas.,Positive,8,Alan Peter Cayetano,2,3,2,Si Alan Peter Cayetano ang pinakamahusay na kandidato para sa Pilipinas.,Positive
2,Susuportahan ko si [ENTITY] sa susunod na eleksyon.,Positive,8,Alan Peter Cayetano,2,3,2,Susuportahan ko si Alan Peter Cayetano sa susunod na eleksyon.,Positive
3,Ang ginawa ni [ENTITY] para sa bansa ay kapuri-puri.,Positive,8,Alan Peter Cayetano,2,3,2,Ang ginawa ni Alan Peter Cayetano para sa bansa ay kapuri-puri.,Positive
4,Proud akong sabihin na boboto ako kay [ENTITY].,Positive,8,Alan Peter Cayetano,2,3,2,Proud akong sabihin na boboto ako kay Alan Peter Cayetano.,Positive
5,Si [ENTITY] lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive,8,Alan Peter Cayetano,2,3,2,Si Alan Peter Cayetano lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive
6,Hindi ko iboboto si [ENTITY] kahit kailan.,Negative,8,Alan Peter Cayetano,2,3,2,Hindi ko iboboto si Alan Peter Cayetano kahit kailan.,Negative
7,Disappointed ako kay [ENTITY] dahil sa kanyang mga ginawa.,Negative,8,Alan Peter Cayetano,2,3,2,Disappointed ako kay Alan Peter Cayetano dahil sa kanyang mga ginawa.,Negative
8,Si [ENTITY] ay isang corrupt na pulitiko.,Negative,8,Alan Peter Cayetano,2,3,2,Si Alan Peter Cayetano ay isang corrupt na pulitiko.,Negative
9,Ayaw ko kay [ENTITY] hindi siya karapat-dapat maging lider.,Negative,8,Alan Peter Cayetano,2,3,2,Ayaw ko kay Alan Peter Cayetano hindi siya karapat-dapat maging lider.,Negative
10,Naniniwala ako na si [ENTITY] ay nagsinungaling sa publiko.,Negative,8,Alan Peter Cayetano,2,3,2,Naniniwala ako na si Alan Peter Cayetano ay nagsinungaling sa publiko.,Negative
11,Si [ENTITY] ay isa sa mga kandidato sa eleksyon.,Neutral,8,Alan Peter Cayetano,2,3,2,Si Alan Peter Cayetano ay isa sa mga kandidato sa eleksyon.,Neutral
12,Nakita ko si [ENTITY] sa balita kagabi.,Neutral,8,Alan Peter Cayetano,2,3,2,Nakita ko si Alan Peter Cayetano sa balita kagabi.,Neutral
13,Ang [ENTITY] ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral,8,Alan Peter Cayetano,2,3,2,Ang Alan Peter Cayetano ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral
14,Tinawagan ng reporter si [ENTITY] para sa komento.,Neutral,8,Alan Peter Cayetano,2,3,2,Tinawagan ng reporter si Alan Peter Cayetano para sa komento.,Neutral
15,Si [ENTITY] ay dadalo sa debate ngayong Sabado.,Neutral,8,Alan Peter Cayetano,2,3,2,Si Alan Peter Cayetano ay dadalo sa debate ngayong Sabado.,Neutral
16,Ayon sa mga ulat si [ENTITY] ay nagpahayag ng kanyang plataporma.,Neutral,8,Alan Peter Cayetano,2,3,2,Ayon sa mga ulat si Alan Peter Cayetano ay nagpahayag ng kanyang plataporma.,Neutral
17,Ipinakita ng survey na si [ENTITY] ay nasa ikatlong pwesto.,Neutral,8,Alan Peter Cayetano,2,3,2,Ipinakita ng survey na si Alan Peter Cayetano ay nasa ikatlong pwesto.,Neutral
18,Naglunsad si [ENTITY] ng bagong programa para sa kabataan.,Neutral,8,Alan Peter Cayetano,2,3,2,Naglunsad si Alan Peter Cayetano ng bagong programa para sa kabataan.,Positive
19,Kinausap ng media si [ENTITY] tungkol sa isyu ng krimen.,Neutral,8,Alan Peter Cayetano,2,3,2,Kinausap ng media si Alan Peter Cayetano tungkol sa isyu ng krimen.,Neutral
20,Si [ENTITY] ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Neutral,8,Alan Peter Cayetano,2,3,2,Si Alan Peter Cayetano ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Neutral
1,Si [ENTITY] ang pinakamahusay na kandidato para sa Pilipinas.,Positive,9,Juan Ponce Enrile,1,1,1,Si Juan Ponce Enrile ang pinakamahusay na kandidato para sa Pilipinas.,Positive
2,Susuportahan ko si [ENTITY] sa susunod na eleksyon.,Positive,9,Juan Ponce Enrile,1,1,1,Susuportahan ko si Juan Ponce Enrile sa susunod na eleksyon.,Positive
3,Ang ginawa ni [ENTITY] para sa bansa ay kapuri-puri.,Positive,9,Juan Ponce Enrile,1,1,1,Ang ginawa ni Juan Ponce Enrile para sa bansa ay kapuri-puri.,Positive
4,Proud akong sabihin na boboto ako kay [ENTITY].,Positive,9,Juan Ponce Enrile,1,1,1,Proud akong sabihin na boboto ako kay Juan Ponce Enrile.,Positive
5,Si [ENTITY] lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive,9,Juan Ponce Enrile,1,1,1,Si Juan Ponce Enrile lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive
6,Hindi ko iboboto si [ENTITY] kahit kailan.,Negative,9,Juan Ponce Enrile,1,1,1,Hindi ko iboboto si Juan Ponce Enrile kahit kailan.,Negative
7,Disappointed ako kay [ENTITY] dahil sa kanyang mga ginawa.,Negative,9,Juan Ponce Enrile,1,1,1,Disappointed ako kay Juan Ponce Enrile dahil sa kanyang mga ginawa.,Negative
8,Si [ENTITY] ay isang corrupt na pulitiko.,Negative,9,Juan Ponce Enrile,1,1,1,Si Juan Ponce Enrile ay isang corrupt na pulitiko.,Negative
9,Ayaw ko kay [ENTITY] hindi siya karapat-dapat maging lider.,Negative,9,Juan Ponce Enrile,1,1,1,Ayaw ko kay Juan Ponce Enrile hindi siya karapat-dapat maging lider.,Negative
10,Naniniwala ako na si [ENTITY] ay nagsinungaling sa publiko.,Negative,9,Juan Ponce Enrile,1,1,1,Naniniwala ako na si Juan Ponce Enrile ay nagsinungaling sa publiko.,Negative
11,Si [ENTITY] ay isa sa mga kandidato sa eleksyon.,Neutral,9,Juan Ponce Enrile,1,1,1,Si Juan Ponce Enrile ay isa sa mga kandidato sa eleksyon.,Neutral
12,Nakita ko si [ENTITY] sa balita kagabi.,Neutral,9,Juan Ponce Enrile,1,1,1,Nakita ko si Juan Ponce Enrile sa balita kagabi.,Neutral
13,Ang [ENTITY] ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral,9,Juan Ponce Enrile,1,1,1,Ang Juan Ponce Enrile ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral
14,Tinawagan ng reporter si [ENTITY] para sa komento.,Neutral,9,Juan Ponce Enrile,1,1,1,Tinawagan ng reporter si Juan Ponce Enrile para sa komento.,Neutral
15,Si [ENTITY] ay dadalo sa debate ngayong Sabado.,Neutral,9,Juan Ponce Enrile,1,1,1,Si Juan Ponce Enrile ay dadalo sa debate ngayong Sabado.,Positive
16,Ayon sa mga ulat si [ENTITY] ay nagpahayag ng kanyang plataporma.,Neutral,9,Juan Ponce Enrile,1,1,1,Ayon sa mga ulat si Juan Ponce Enrile ay nagpahayag ng kanyang plataporma.,Neutral
17,Ipinakita ng survey na si [ENTITY] ay nasa ikatlong pwesto.,Neutral,9,Juan Ponce Enrile,1,1,1,Ipinakita ng survey na si Juan Ponce Enrile ay nasa ikatlong pwesto.,Neutral
18,Naglunsad si [ENTITY] ng bagong programa para sa kabataan.,Neutral,9,Juan Ponce Enrile,1,1,1,Naglunsad si Juan Ponce Enrile ng bagong programa para sa kabataan.,Positive
19,Kinausap ng media si [ENTITY] tungkol sa isyu ng krimen.,Neutral,9,Juan Ponce Enrile,1,1,1,Kinausap ng media si Juan Ponce Enrile tungkol sa isyu ng krimen.,Neutral
20,Si [ENTITY] ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Neutral,9,Juan Ponce Enrile,1,1,1,Si Juan Ponce Enrile ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Positive
1,Si [ENTITY] ang pinakamahusay na kandidato para sa Pilipinas.,Positive,10,Chiz Escudero,4,2,2,Si Chiz Escudero ang pinakamahusay na kandidato para sa Pilipinas.,Positive
2,Susuportahan ko si [ENTITY] sa susunod na eleksyon.,Positive,10,Chiz Escudero,4,2,2,Susuportahan ko si Chiz Escudero sa susunod na eleksyon.,Positive
3,Ang ginawa ni [ENTITY] para sa bansa ay kapuri-puri.,Positive,10,Chiz Escudero,4,2,2,Ang ginawa ni Chiz Escudero para sa bansa ay kapuri-puri.,Positive
4,Proud akong sabihin na boboto ako kay [ENTITY].,Positive,10,Chiz Escudero,4,2,2,Proud akong sabihin na boboto ako kay Chiz Escudero.,Positive
5,Si [ENTITY] lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive,10,Chiz Escudero,4,2,2,Si Chiz Escudero lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive
6,Hindi ko iboboto si [ENTITY] kahit kailan.,Negative,10,Chiz Escudero,4,2,2,Hindi ko iboboto si Chiz Escudero kahit kailan.,Neutral
7,Disappointed ako kay [ENTITY] dahil sa kanyang mga ginawa.,Negative,10,Chiz Escudero,4,2,2,Disappointed ako kay Chiz Escudero dahil sa kanyang mga ginawa.,Negative
8,Si [ENTITY] ay isang corrupt na pulitiko.,Negative,10,Chiz Escudero,4,2,2,Si Chiz Escudero ay isang corrupt na pulitiko.,Negative
9,Ayaw ko kay [ENTITY] hindi siya karapat-dapat maging lider.,Negative,10,Chiz Escudero,4,2,2,Ayaw ko kay Chiz Escudero hindi siya karapat-dapat maging lider.,Negative
10,Naniniwala ako na si [ENTITY] ay nagsinungaling sa publiko.,Negative,10,Chiz Escudero,4,2,2,Naniniwala ako na si Chiz Escudero ay nagsinungaling sa publiko.,Negative
11,Si [ENTITY] ay isa sa mga kandidato sa eleksyon.,Neutral,10,Chiz Escudero,4,2,2,Si Chiz Escudero ay isa sa mga kandidato sa eleksyon.,Neutral
12,Nakita ko si [ENTITY] sa balita kagabi.,Neutral,10,Chiz Escudero,4,2,2,Nakita ko si Chiz Escudero sa balita kagabi.,Neutral
13,Ang [ENTITY] ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral,10,Chiz Escudero,4,2,2,Ang Chiz Escudero ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral
14,Tinawagan ng reporter si [ENTITY] para sa komento.,Neutral,10,Chiz Escudero,4,2,2,Tinawagan ng reporter si Chiz Escudero para sa komento.,Neutral
15,Si [ENTITY] ay dadalo sa debate ngayong Sabado.,Neutral,10,Chiz Escudero,4,2,2,Si Chiz Escudero ay dadalo sa debate ngayong Sabado.,Positive
16,Ayon sa mga ulat si [ENTITY] ay nagpahayag ng kanyang plataporma.,Neutral,10,Chiz Escudero,4,2,2,Ayon sa mga ulat si Chiz Escudero ay nagpahayag ng kanyang plataporma.,Neutral
17,Ipinakita ng survey na si [ENTITY] ay nasa ikatlong pwesto.,Neutral,10,Chiz Escudero,4,2,2,Ipinakita ng survey na si Chiz Escudero ay nasa ikatlong pwesto.,Neutral
18,Naglunsad si [ENTITY] ng bagong programa para sa kabataan.,Neutral,10,Chiz Escudero,4,2,2,Naglunsad si Chiz Escudero ng bagong programa para sa kabataan.,Positive
19,Kinausap ng media si [ENTITY] tungkol sa isyu ng krimen.,Neutral,10,Chiz Escudero,4,2,2,Kinausap ng media si Chiz Escudero tungkol sa isyu ng krimen.,Neutral
20,Si [ENTITY] ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Neutral,10,Chiz Escudero,4,2,2,Si Chiz Escudero ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Positive
1,Si [ENTITY] ang pinakamahusay na kandidato para sa Pilipinas.,Positive,11,Benigno Aquino III,4,4,5,Si Benigno Aquino III ang pinakamahusay na kandidato para sa Pilipinas.,Positive
2,Susuportahan ko si [ENTITY] sa susunod na eleksyon.,Positive,11,Benigno Aquino III,4,4,5,Susuportahan ko si Benigno Aquino III sa susunod na eleksyon.,Positive
3,Ang ginawa ni [ENTITY] para sa bansa ay kapuri-puri.,Positive,11,Benigno Aquino III,4,4,5,Ang ginawa ni Benigno Aquino III para sa bansa ay kapuri-puri.,Positive
4,Proud akong sabihin na boboto ako kay [ENTITY].,Positive,11,Benigno Aquino III,4,4,5,Proud akong sabihin na boboto ako kay Benigno Aquino III.,Positive
5,Si [ENTITY] lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive,11,Benigno Aquino III,4,4,5,Si Benigno Aquino III lang ang tunay na nagmamalasakit sa mga Pilipino.,Positive
6,Hindi ko iboboto si [ENTITY] kahit kailan.,Negative,11,Benigno Aquino III,4,4,5,Hindi ko iboboto si Benigno Aquino III kahit kailan.,Negative
7,Disappointed ako kay [ENTITY] dahil sa kanyang mga ginawa.,Negative,11,Benigno Aquino III,4,4,5,Disappointed ako kay Benigno Aquino III dahil sa kanyang mga ginawa.,Negative
8,Si [ENTITY] ay isang corrupt na pulitiko.,Negative,11,Benigno Aquino III,4,4,5,Si Benigno Aquino III ay isang corrupt na pulitiko.,Negative
9,Ayaw ko kay [ENTITY] hindi siya karapat-dapat maging lider.,Negative,11,Benigno Aquino III,4,4,5,Ayaw ko kay Benigno Aquino III hindi siya karapat-dapat maging lider.,Negative
10,Naniniwala ako na si [ENTITY] ay nagsinungaling sa publiko.,Negative,11,Benigno Aquino III,4,4,5,Naniniwala ako na si Benigno Aquino III ay nagsinungaling sa publiko.,Negative
11,Si [ENTITY] ay isa sa mga kandidato sa eleksyon.,Neutral,11,Benigno Aquino III,4,4,5,Si Benigno Aquino III ay isa sa mga kandidato sa eleksyon.,Neutral
12,Nakita ko si [ENTITY] sa balita kagabi.,Neutral,11,Benigno Aquino III,4,4,5,Nakita ko si Benigno Aquino III sa balita kagabi.,Neutral
13,Ang [ENTITY] ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral,11,Benigno Aquino III,4,4,5,Ang Benigno Aquino III ay nagbigay ng pahayag tungkol sa ekonomiya.,Neutral
14,Tinawagan ng reporter si [ENTITY] para sa komento.,Neutral,11,Benigno Aquino III,4,4,5,Tinawagan ng reporter si Benigno Aquino III para sa komento.,Neutral
15,Si [ENTITY] ay dadalo sa debate ngayong Sabado.,Neutral,11,Benigno Aquino III,4,4,5,Si Benigno Aquino III ay dadalo sa debate ngayong Sabado.,Neutral
16,Ayon sa mga ulat si [ENTITY] ay nagpahayag ng kanyang plataporma.,Neutral,11,Benigno Aquino III,4,4,5,Ayon sa mga ulat si Benigno Aquino III ay nagpahayag ng kanyang plataporma.,Neutral
17,Ipinakita ng survey na si [ENTITY] ay nasa ikatlong pwesto.,Neutral,11,Benigno Aquino III,4,4,5,Ipinakita ng survey na si Benigno Aquino III ay nasa ikatlong pwesto.,Neutral
18,Naglunsad si [ENTITY] ng bagong programa para sa kabataan.,Neutral,11,Benigno Aquino III,4,4,5,Naglunsad si Benigno Aquino III ng bagong programa para sa kabataan.,Positive
19,Kinausap ng media si [ENTITY] tungkol sa isyu ng krimen.,Neutral,11,Benigno Aquino III,4,4,5,Kinausap ng media si Benigno Aquino III tungkol sa isyu ng krimen.,Neutral
20,Si [ENTITY] ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Neutral,11,Benigno Aquino III,4,4,5,Si Benigno Aquino III ay nakiisa sa pagdiriwang ng Araw ng Kalayaan.,Positive
